2.000000000000000000e+00 1.000000000000000000e+00 5.854340000000000146e+03
2.000000000000000000e+00 1.000000000000000000e+00 5.582420000000000073e+03
2.000000000000000000e+00 1.000000000000000000e+00 5.831539999999999964e+03
2.000000000000000000e+00 1.000000000000000000e+00 6.117180000000000291e+03
2.000000000000000000e+00 1.000000000000000000e+00 6.317460000000000036e+03
2.000000000000000000e+00 1.000000000000000000e+00 6.672739999999999782e+03
2.000000000000000000e+00 1.000000000000000000e+00 6.426890000000000327e+03
2.000000000000000000e+00 1.000000000000000000e+00 5.952479999999999563e+03
2.000000000000000000e+00 1.000000000000000000e+00 5.936359999999999673e+03
2.000000000000000000e+00 1.000000000000000000e+00 6.029819999999999709e+03
2.000000000000000000e+00 1.000000000000000000e+00 5.864289999999999964e+03
2.000000000000000000e+00 1.000000000000000000e+00 6.156550000000000182e+03
2.000000000000000000e+00 1.000000000000000000e+00 5.957479999999999563e+03
2.000000000000000000e+00 1.000000000000000000e+00 7.148319999999999709e+03
2.000000000000000000e+00 1.000000000000000000e+00 7.082340000000000146e+03
2.000000000000000000e+00 1.000000000000000000e+00 6.288609999999999673e+03
2.000000000000000000e+00 1.000000000000000000e+00 6.771189999999999600e+03
2.000000000000000000e+00 1.000000000000000000e+00 6.082960000000000036e+03
2.000000000000000000e+00 1.000000000000000000e+00 6.421369999999999891e+03
2.000000000000000000e+00 1.000000000000000000e+00 6.298010000000000218e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.239539999999999964e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.166079999999999927e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.144030000000000200e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.032949999999999818e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.549559999999999945e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.071389999999999873e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.397449999999999818e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.043989999999999782e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.285250000000000000e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.219159999999999854e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.060070000000000164e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.265199999999999818e+03
2.000000000000000000e+00 2.000000000000000000e+00 2.818289999999999964e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.111599999999999909e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.190139999999999873e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.182650000000000091e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.525409999999999854e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.291059999999999945e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.464920000000000073e+03
2.000000000000000000e+00 2.000000000000000000e+00 3.090909999999999854e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.889089999999999918e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.866019999999999982e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.884049999999999955e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.942720000000000027e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.769200000000000045e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.935869999999999891e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.713529999999999973e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.845390000000000100e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.759980000000000018e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.728740000000000009e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.802460000000000036e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.872480000000000018e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.829920000000000073e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.968460000000000036e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.765799999999999955e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.909319999999999936e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.785150000000000091e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.742940000000000055e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.736589999999999918e+03
2.000000000000000000e+00 4.000000000000000000e+00 1.851150000000000091e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.330059999999999945e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.306569999999999936e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.377059999999999945e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.371160000000000082e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.378839999999999918e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.398589999999999918e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.359019999999999982e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.297950000000000045e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.381529999999999973e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.313619999999999891e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.542980000000000018e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.286609999999999900e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.349220000000000027e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.291430000000000064e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.183910000000000082e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.328190000000000055e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.322529999999999973e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.494519999999999982e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.339390000000000100e+03
2.000000000000000000e+00 6.000000000000000000e+00 1.360500000000000000e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.166269999999999982e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.101359999999999900e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.094869999999999891e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.072960000000000036e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.213339999999999918e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.115369999999999891e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.073319999999999936e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.114470000000000027e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.074299999999999955e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.066930000000000064e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.030559999999999945e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.022179999999999950e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.073430000000000064e+03
2.000000000000000000e+00 8.000000000000000000e+00 1.024180000000000064e+03
